Sensitive Activity,Background Size,Function,Background Odds,Percentage,Absolute,Confidence Privacy
Send Appeal to Prefecture,4,basic,False,False,True,0.7248518717787359
Send Appeal to Prefecture,4,basic,False,False,False,0.7227059425536407
Send Appeal to Prefecture,4,quadratic,True,True,True,0.05649790332444462
Send Appeal to Prefecture,4,quadratic,True,True,False,0.05177046374435533
Send Appeal to Prefecture,4,quadratic,True,False,True,4.2846997355408564e-05
Send Appeal to Prefecture,4,quadratic,True,False,False,3.926179190056655e-05
Send Appeal to Prefecture,4,quadratic,False,True,True,880.8054143312924
Send Appeal to Prefecture,4,quadratic,False,True,False,880.7375968806418
Send Appeal to Prefecture,4,quadratic,False,False,True,0.6679870408952633
Send Appeal to Prefecture,4,quadratic,False,False,False,0.6679356093560791
Send Appeal to Prefecture,4,cubic,True,True,True,0.03950847053356745
Send Appeal to Prefecture,4,cubic,True,True,False,0.03797170792613009
Send Appeal to Prefecture,4,cubic,True,False,True,8.251298714269604e-07
Send Appeal to Prefecture,4,cubic,True,False,False,7.930347607946419e-07
Send Appeal to Prefecture,4,cubic,False,True,True,30068.017630784358
Send Appeal to Prefecture,4,cubic,False,True,False,30067.95708596152
Send Appeal to Prefecture,4,cubic,False,False,True,0.6279670963388306
Send Appeal to Prefecture,4,cubic,False,False,False,0.6279658318671563
Receive Result Appeal from Prefecture,1,basic,True,True,True,0.43112696989068605
Receive Result Appeal from Prefecture,1,basic,True,True,False,0.4204103032340048
Receive Result Appeal from Prefecture,1,basic,True,False,True,0.0028642404929227596
Receive Result Appeal from Prefecture,1,basic,True,False,False,0.0027930431131925966
Receive Result Appeal from Prefecture,1,basic,False,True,True,26.522284874280643
Receive Result Appeal from Prefecture,1,basic,False,True,False,26.4949779221656
Receive Result Appeal from Prefecture,1,basic,False,False,True,0.17620378126891242
Receive Result Appeal from Prefecture,1,basic,False,False,False,0.1760223644626151
Receive Result Appeal from Prefecture,1,quadratic,True,True,True,0.3144287878074522
Receive Result Appeal from Prefecture,1,quadratic,True,True,False,0.31328031836514797
Receive Result Appeal from Prefecture,1,quadratic,True,False,True,1.3878127669937073e-05
Receive Result Appeal from Prefecture,1,quadratic,True,False,False,1.3827437001132661e-05
Receive Result Appeal from Prefecture,1,quadratic,False,True,True,2671.027967803378
Receive Result Appeal from Prefecture,1,quadratic,False,True,False,2671.02051110704
Receive Result Appeal from Prefecture,1,quadratic,False,False,True,0.11789272669857387
Receive Result Appeal from Prefecture,1,quadratic,False,False,False,0.11789239757799778
